"","datetime","city","country","shape"
"16820",NA,"loris","us","other"
"82127",0009-12-20,"loris","us","other"
"56986",NA,"lorton","us","other"
"31365",NA,"los alamitos","us","other"
"38041",NA,"los alamitos","us","other"
"27209",0001-03-20,"los alamos","us","other"
"2873",NA,"los angeles","us","other"
"8486",0011-10-19,"los angeles","us","other"
"10992",NA,"los angeles","us","other"
"13457",0011-02-20,"los angeles","us","other"
"14809",NA,"los angeles","us","other"
"21843",0012-02-20,"los angeles","us","other"
"23217",NA,"los angeles","us","other"
"27921",0001-07-20,"los angeles","us","other"
"28353",0001-09-20,"los angeles","us","other"
"35918",NA,"los angeles","us","other"
"35939",NA,"los angeles","us","other"
"36645",0003-02-20,"los angeles","us","other"
"38354",0003-03-19,"los angeles","us","other"
"39298",0003-08-20,"los angeles","us","other"
"41032",NA,"los angeles","us","other"
"55842",NA,"los angeles","us","other"
"56129",NA,"los angeles","us","other"
"65875",NA,"los angeles","us","other"
"71775",0008-11-20,"los angeles","us","other"
"78022",NA,"los angeles","us","other"
"85409",NA,"los angeles","us","other"
"14543",NA,"los angeles (downtown)","us","other"
"84935",0009-02-19,"los angeles airport",NA,"other"
"55233",NA,"los banos","us","other"
"30402",NA,"los banos (remote east 156 near )","us","other"
"63729",NA,"los feliz",NA,"other"
"42079",NA,"los feliz (canada)",NA,"other"
"17702",NA,"los gatos","us","other"
"45766",0005-10-19,"los padres national forest (ventura co.)",NA,"other"
"53154",0006-01-19,"lost park area",NA,"other"
"53622",0006-12-20,"louisa","us","other"
"30115",NA,"louisville","us","other"
"45976",0005-11-20,"louisville","us","other"
"62544",NA,"louisville","us","other"
"71941",0008-01-19,"louisville","us","other"
"79542",0008-05-20,"louisville","us","other"
"51720",0006-10-19,"louisville (directly over metropolitan area)","us","other"
"81958",0009-12-20,"louisville (ky)/henryville (in)","us","other"
"50219",NA,"loveland","us","other"
"63456",NA,"loveland","us","other"
"68901",0007-04-20,"loveland","us","other"
"83358",NA,"loveland","us","other"
"27175",0001-03-20,"lovington","us","other"
"34119",0003-01-20,"lowell","us","other"
"54251",NA,"lowell","us","other"
"59872",0006-05-20,"lowell","us","other"
"25755",0012-07-20,"lowestoft (uk/england)",NA,"other"
"15811",0011-03-20,"loxahatchee","us","other"
"19609",0012-12-19,"lubbock","us","other"
"32075",NA,"lubbock","us","other"
"40986",NA,"lubbock","us","other"
"75992",NA,"lubbock","us","other"
"80099",0008-07-20,"lubbock","us","other"
"82916",NA,"lubbock","us","other"
"86922",NA,"lubbock","us","other"
"28736",0002-01-19,"lucas","us","other"
"38207",NA,"lucerne valley","us","other"
"74633",NA,"lucknow (india)",NA,"other"
"50840",0005-05-20,"lufkin","us","other"
"79974",0008-07-20,"luray","us","other"
"51934",0006-11-19,"lusby","us","other"
"49159",NA,"luverne (near)","us","other"
"86119",NA,"lyas (france)",NA,"other"
"60649",0006-09-19,"lynch mountain",NA,"other"
"15603",0011-03-20,"lynchburg","us","other"
"78799",NA,"lynchburg","us","other"
"26176",NA,"lyndeborough","us","other"
"26833",NA,"lynden","us","other"
"41113",NA,"lyndhurst","us","other"
"52230",0006-01-19,"lynn valley (north vancouver) (canada)",NA,"other"
"8675",0011-10-20,"lynnwood","us","other"
"21274",0001-02-20,"lynnwood","us","other"
"59279",NA,"lynnwood","us","other"
"64524",NA,"lynnwood","us","other"
"80255",0008-08-19,"lynnwood","us","other"
"14631",NA,"lyons","us","other"
"60173",0006-06-20,"lyons","us","other"
"78526",NA,"lysander","us","other"
"59110",NA,"lytham st. annes (uk/england)",NA,"other"
"85827",NA,"m4 (uk/england)",NA,"other"
"44500",0004-03-20,"maale adummim (israel)",NA,"other"
"24346",0012-03-20,"maassluis (netherlands)",NA,"other"
"5634",NA,"mabank","us","other"
"31984",NA,"macclesfield (cheshire) (uk/england)","gb","other"
"75987",NA,"macomb twp",NA,"other"
"53172",0006-01-20,"macon","us","other"
"66906",NA,"macwahoc","us","other"
"11098",NA,"madera","us","other"
"76348",NA,"madera/manteca (on the hiway)",NA,"other"
"5954",NA,"madison","us","other"
"10904",NA,"madison","us","other"
"22053",NA,"madison","us","other"
"32814",0002-05-20,"madison","us","other"
"50131",NA,"madison","us","other"
"55149",NA,"madison","us","other"
"71502",0008-10-20,"madison","us","other"
"87975",0009-05-20,"madison","us","other"
"52966",0006-01-19,"madras","us","other"
"82889",NA,"madrid","us","other"
"40589",NA,"madrid (spain)",NA,"other"
"11541",NA,"magdeburg (germany)","de","other"
"21654",NA,"magnolia","us","other"
"76154",0008-02-20,"magnolia",NA,"other"
"30179",NA,"mahanoy",NA,"other"
"38991",0003-06-20,"mahwah","us","other"
"26253",NA,"maize","us","other"
"36442",NA,"majenica","us","other"
"30931",0002-02-19,"makawao","us","other"
"37103",NA,"malaysia",NA,"other"
"53142",0006-01-19,"maldon (uk/england)","gb","other"
"9255",0011-01-20,"malibu","us","other"
"39912",0004-11-20,"malibu","us","other"
"63830",NA,"malibu","us","other"
"17736",0011-08-20,"maluhia (maui)",NA,"other"
"42405",NA,"mammoth cave","us","other"
"55396",NA,"manassas","us","other"
"10481",NA,"mancelona","us","other"
"75947",NA,"mancheater center",NA,"other"
"24888",0012-04-20,"manchester","us","other"
"37259",NA,"manchester","us","other"
"53806",NA,"manchester","us","other"
"61359",0007-11-20,"manchester","us","other"
"63711",NA,"manchester","us","other"
"68191",0007-03-20,"manchester","us","other"
"69308",0007-04-20,"manchester","us","other"
"71015",0007-08-20,"manchester","us","other"
"15787",NA,"manchester (uk/england)","gb","other"
"22986",NA,"manchester (uk/england)","gb","other"
"32790",0002-05-20,"manchester (uk/england)","gb","other"
"47984",NA,"manchester (uk/england)","gb","other"
"59747",0006-05-20,"manchester (uk/england)","gb","other"
"82252",NA,"manchester (uk/england)","gb","other"
"35184",NA,"manchester/york counties",NA,"other"
"64896",NA,"mandan (south of)","us","other"
"11352",NA,"manhattan","us","other"
"68057",NA,"manhattan","us","other"
"79679",0008-06-19,"manhattan beach","us","other"
"53081",0006-01-19,"manila (philippines)",NA,"other"
"12170",0001-01-20,"manitoulin island (canada)",NA,"other"
"47275",NA,"manitowoc","us","other"
"18317",0011-09-20,"maniwaki (canada)","ca","other"
"18778",0012-10-20,"mankato","us","other"
"52776",0006-01-19,"mankato","us","other"
"58362",NA,"mankato","us","other"
"81601",0009-01-20,"mannford","us","other"
"22695",NA,"mansfield","us","other"
"28431",0002-10-20,"mansfield","us","other"
"52791",0006-01-19,"mansfield","us","other"
"80391",0008-08-20,"mansfield/kennedale",NA,"other"
"60556",0006-08-20,"manteca","us","other"
"7660",0010-07-20,"manteca (above; in flight)","us","other"
"51025",0005-06-20,"mantua","us","other"
"44519",0004-03-20,"manville","us","other"
"17416",0011-07-20,"maple grove","us","other"
"6582",NA,"maple heights","us","other"
"4009",0010-02-20,"maple valley","us","other"
"18572",NA,"maple valley","us","other"
"75331",NA,"maple valley","us","other"
"25857",0012-07-20,"mapleridge (canada)",NA,"other"
"68761",0007-04-20,"mapleton","us","other"
"11760",NA,"maplewood","us","other"
"60445",0006-08-19,"maplewood (canada)",NA,"other"
"62287",0007-12-20,"maplewood (st. louis)","us","other"
"76921",NA,"marana","us","other"
"16940",NA,"marbella (spain)",NA,"other"
"84817",NA,"marco island",NA,"other"
"59185",NA,"maria elena (chile)",NA,"other"
"44634",0004-04-20,"marianna","us","other"
"3340",NA,"maricopa","us","other"
"8550",0011-10-20,"maricopa","us","other"
"79408",0008-05-19,"maricopa","us","other"
"87581",0009-03-20,"maricopa","us","other"
"11296",NA,"maricopa county (outskirts of)","us","other"
"66019",NA,"marietta","us","other"
"85883",NA,"marietta/kennesaw",NA,"other"
"46787",NA,"marina","us","other"
"73706",NA,"marina","us","other"
"50565",0005-04-20,"marion","us","other"
"80240",0008-08-19,"marion","us","other"
"62995",NA,"marion (silver shell beach)","us","other"
"31552",NA,"marion county","us","other"
"57660",NA,"market drayton (uk/england)","gb","other"
"30638",NA,"markham (canada)","ca","other"
"44061",NA,"markham (canada)","ca","other"
"85980",NA,"markham (canada)","ca","other"
"31605",NA,"marlboro","us","other"
"88447",0009-07-20,"marlton","us","other"
"73407",NA,"marmora (canada)","ca","other"
"48601",0005-02-20,"marouga (trinidad/tobago)",NA,"other"
"87530",0009-03-20,"mars hill","us","other"
"18713",NA,"marshall","us","other"
"6049",NA,"marshallville","us","other"
"26786",NA,"marshes siding","us","other"
"4142",0010-02-20,"marshville","us","other"
"61604",0007-01-19,"marshville","us","other"
"86704",NA,"marstons mills","us","other"
"85354",NA,"martin","us","other"
"1517",NA,"martinez","us","other"
"10562",NA,"martinez","us","other"
"12643",0001-01-20,"martinez","us","other"
"70621",0007-07-20,"martinez","us","other"
"77634",NA,"martinez","us","other"
"34642",NA,"martinsburg","us","other"
"697",0010-01-19,"martinsville","us","other"
"25324",NA,"martinsville","us","other"
"4785",NA,"maryland heights","us","other"
"1884",NA,"marysville","us","other"
"24841",0012-04-20,"marysville","us","other"
"40274",0004-01-20,"marysville","us","other"
"74075",NA,"marysville","us","other"
"24751",NA,"maryville","us","other"
"35045",NA,"maryville","us","other"
"72997",NA,"maryville","us","other"
"47475",NA,"mashpee","us","other"
"51026",0005-06-20,"mason","us","other"
"49468",NA,"mason city","us","other"
"58940",NA,"massachusets turnpike",NA,"other"
"46204",0005-01-19,"massapequa","us","other"
"67509",NA,"massillon","us","other"
"83323",NA,"massillon","us","other"
"23757",NA,"matagorda","us","other"
"28118",0001-08-20,"matagorda","us","other"
"30962",0002-02-20,"mattawa","us","other"
"27487",0001-05-20,"maui",NA,"other"
"36559",0003-02-20,"maumee","us","other"
"14547",NA,"maumelle","us","other"
"70611",0007-07-20,"max","us","other"
"84644",NA,"maxwell","us","other"
"54403",NA,"mayaguez (puerto rico)",NA,"other"
"71370",0008-10-20,"maybrook","us","other"
"75523",NA,"maybrook","us","other"
"84395",NA,"maybrook","us","other"
"44549",0004-03-20,"mayfield","us","other"
"3682",NA,"mays landing","us","other"
"26072",NA,"mcalester","us","other"
"5439",NA,"mcallen","us","other"
"14861",NA,"mccall","us","other"
"72463",0008-01-20,"mccalla","us","other"
"77929",NA,"mcclellanville","us","other"
"18312",0011-09-20,"mcdonough","us","other"
"59733",0006-05-19,"mcdonough","us","other"
"73037",NA,"mcgregor","us","other"
"78426",NA,"mcgregor","us","other"
"78427",NA,"mcgregor","us","other"
"50462",0005-03-20,"mchenry","us","other"
"45877",0005-10-20,"mckees rocks","us","other"
"60560",0006-08-20,"mckees rocks (pittsburgh)","us","other"
"34014",0003-01-19,"mckinleyville","us","other"
"60542",0006-08-20,"mckinleyville","us","other"
"4264",NA,"mckinney","us","other"
"49207",NA,"mckinney","us","other"
"45844",0005-10-20,"mclean","us","other"
"70442",0007-07-19,"mclean","us","other"
"29422",NA,"mcpherson","us","other"
"29016",0002-12-20,"mcveytown","us","other"
"5447",NA,"meadow vista","us","other"
"88245",0009-06-20,"meadville","us","other"
"7231",0010-05-20,"mebane","us","other"
"15710",0011-03-20,"mechanicsburg","us","other"
"15738",0011-03-20,"mechanicville","us","other"
"18578",NA,"medford","us","other"
"21921",0012-02-20,"medford","us","other"
"74883",NA,"medford","us","other"
"83203",NA,"medford","us","other"
"87092",NA,"medford","us","other"
"46984",NA,"mediterranean sea (in flight)",NA,"other"
"43091",NA,"melbourne","us","other"
"74176",NA,"melbourne (australia)","au","other"
"15527",0011-03-20,"melbourne (vic&#44 australia)","au","other"
"30235",NA,"melbourne (vic&#44 australia)","au","other"
"48374",NA,"melbourne (vic&#44 australia)","au","other"
"76136",0008-02-20,"melbourne (vic&#44 australia)","au","other"
"76659",NA,"melbourne (vic&#44 australia)","au","other"
"45634",0004-09-20,"melbrook",NA,"other"
"82530",NA,"melfort (canada)","ca","other"
"29249",NA,"melissa","us","other"
"8143",0010-09-20,"memphis","us","other"
"18537",NA,"memphis","us","other"
"19386",0012-01-20,"memphis","us","other"
"44077",NA,"memphis","us","other"
"44185",NA,"memphis","us","other"
"50990",0005-06-19,"memphis","us","other"
"66067",NA,"memphis","us","other"
"83714",NA,"memphis","us","other"
"46695",NA,"memphis (century arbor apartments)","us","other"
"16268",NA,"memramcook (canada)","ca","other"
"54698",NA,"mena","us","other"
"41312",NA,"mentone","us","other"
"41489",NA,"merced county","us","other"
"49828",NA,"mercer island","us","other"
"73004",NA,"mercer island","us","other"
"57799",NA,"mercury","us","other"
"36817",NA,"meriden","us","other"
"50446",0005-03-20,"meriden","us","other"
"51360",0005-08-20,"meriden","us","other"
"69341",0007-04-20,"meriden","us","other"
"13476",0011-02-20,"meriden/wallingford",NA,"other"
"37085",NA,"meridian","us","other"
"68185",0007-03-20,"meridian","us","other"
"78448",NA,"meridian","us","other"
"80138",0008-07-20,"meridian","us","other"
"85200",NA,"meridian","us","other"
"87018",NA,"meridian","us","other"
"52464",0006-01-19,"meridien",NA,"other"
"40565",NA,"meriwether county (greenville)","us","other"
"40567",NA,"meriwether county (rural)","us","other"
"19379",NA,"merriam","us","other"
"78377",NA,"merrick","us","other"
"28584",0002-11-20,"merrillville","us","other"
"83020",NA,"merrillville","us","other"
"17763",0011-08-20,"merritt island","us","other"
"3660",NA,"mesa","us","other"
"13477",0011-02-20,"mesa","us","other"
"15340",NA,"mesa","us","other"
"17872",0011-08-20,"mesa","us","other"
"26183",NA,"mesa","us","other"
"34040",0003-01-19,"mesa","us","other"
"52564",0006-01-19,"mesa","us","other"
"52629",0006-01-19,"mesa","us","other"
"52954",0006-01-19,"mesa","us","other"
"53323",0006-01-20,"mesa","us","other"
"72925",NA,"mesa",NA,"other"
"72962",NA,"mesa","us","other"
"86684",NA,"mesa","us","other"
"72770",0008-12-20,"mesa (queen creek)","us","other"
"47964",NA,"mesquite","us","other"
"81719",0009-01-20,"mesquite","us","other"
"14267",NA,"mesquite (approx. 15 miles west on i-15 of)","us","other"
"39158",0003-07-20,"messolonghi (greece)",NA,"other"
"71396",0008-10-20,"methuen","us","other"
"73099",NA,"metuchen","us","other"
"34605",NA,"mexborough/south yorkshire (uk/england)",NA,"other"
"49315",NA,"mexico","us","other"
"81717",0009-01-20,"mexico (in-flight; flying n toward g. of mex.)",NA,"other"
"1450",NA,"miami","us","other"
"5831",NA,"miami","us","other"
"7794",0010-08-20,"miami","us","other"
"9618",0011-12-20,"miami","us","other"
"12474",0001-01-20,"miami","us","other"
"15546",0011-03-20,"miami","us","other"
"17250",NA,"miami","us","other"
"25254",NA,"miami","us","other"
"27875",0001-07-20,"miami","us","other"
"28950",0002-01-20,"miami","us","other"
"33051",0002-06-20,"miami","us","other"
"35285",NA,"miami","us","other"
"41478",NA,"miami","us","other"
"41479",NA,"miami","us","other"
"44431",0004-03-19,"miami","us","other"
"53974",NA,"miami","us","other"
"77697",NA,"miami","us","other"
"84086",NA,"miami","us","other"
"85924",NA,"miami","us","other"
"40041",0004-01-19,"miami (and vicinity)","us","other"
"40911",NA,"miami (north of)","us","other"
"18103",NA,"miami beach","us","other"
"34829",NA,"miami beach","us","other"
"1104",0010-12-19,"miami twp.",NA,"other"
"5644",NA,"michigan city","us","other"
"67896",NA,"middlebury","us","other"
"67897",NA,"middlebury","us","other"
"10596",NA,"middlesex","us","other"
"16429",0011-05-20,"middlesex","us","other"
"996",0010-01-20,"middleton","us","other"
"13550",0011-02-20,"middleton","us","other"
"26340",NA,"middleton","us","other"
"37063",NA,"middleton","us","other"
"75651",NA,"middleton","us","other"
"65274",NA,"middletown","us","other"
"75524",NA,"middletown","us","other"
"77630",NA,"middletown","us","other"
"22797",NA,"midgham (uk/england)","gb","other"
"66042",NA,"midland","us","other"
"12305",0001-01-20,"midlothian","us","other"
"28039",0001-08-20,"midlothian","us","other"
"51348",0005-08-19,"midlothian","us","other"
"68352",0007-03-20,"midlothian","us","other"
"26038",NA,"midvale","us","other"
"74688",NA,"midvale","us","other"
"57575",NA,"midway","us","other"
"52343",0006-01-19,"midway island - pacific ocean",NA,"other"
"48539",0005-02-19,"midway/marion",NA,"other"
"70806",0007-08-19,"midway/marion",NA,"other"
"4780",NA,"midwest city/del city",NA,"other"
"23894",NA,"milan (italy)",NA,"other"
"17579",NA,"milford","us","other"
"45738",0005-10-19,"milford","us","other"
"54124",NA,"milford","us","other"
"82645",NA,"milford","us","other"
"6803",0010-03-20,"mill valley","us","other"
"59811",0006-05-20,"mill valley","us","other"
"74899",NA,"milledgeville","us","other"
"13351",0001-12-20,"millerton","us","other"
"15626",0011-03-20,"millington","us","other"
"1244",0010-12-20,"milpitas","us","other"
"1245",0010-12-20,"milpitas","us","other"
"34700",NA,"milpitas","us","other"
"29818",NA,"milton","us","other"
"35634",NA,"milton","us","other"
"42145",NA,"milton (canada)","ca","other"
"10651",NA,"milwaukee","us","other"
"21656",NA,"milwaukee","us","other"
"45171",0004-07-19,"milwaukee","us","other"
"70677",0007-07-20,"milwaukee","us","other"
"75460",NA,"milwaukee","us","other"
"62432",NA,"milwaukie","us","other"
"24479",NA,"mims","us","other"
"24480",NA,"mims","us","other"
"43578",NA,"mineola","us","other"
"37720",NA,"mineral springs","us","other"
"51381",0005-08-20,"minford","us","other"
"1710",NA,"minneapolis","us","other"
"7001",0010-04-20,"minneapolis","us","other"
"16210",0011-04-20,"minneapolis","us","other"
"24192",NA,"minneapolis","us","other"
"25497",NA,"minneapolis","us","other"
"43839",NA,"minneapolis","us","other"
"54107",NA,"minneapolis","us","other"
"68380",0007-03-20,"minneapolis","us","other"
"74953",NA,"minneapolis","us","other"
"83287",NA,"minneapolis","us","other"
"84840",NA,"minneapolis","us","other"
"75197",NA,"minneapolis area",NA,"other"
"71525",0008-10-20,"minoa","us","other"
"58758",NA,"minot","us","other"
"83053",NA,"minot","us","other"
"84576",NA,"minot","us","other"
"65776",NA,"mira loma","us","other"
"55050",NA,"mirabel (canada)","ca","other"
"8845",0011-11-20,"mires (greece)",NA,"other"
"3064",NA,"mission viejo","us","other"
"6096",NA,"mission viejo","us","other"
"8599",0011-10-20,"mission viejo","us","other"
"67595",NA,"mississauga (canada)","ca","other"
"6077",NA,"missoula","us","other"
"78772",NA,"missoula","us","other"
"22717",NA,"missouri valley","us","other"
"9117",0011-01-20,"mitchell","us","other"
"51616",0005-09-20,"mitchell","us","other"
"16882",NA,"moab","us","other"
"80357",0008-08-20,"moab (near)","us","other"
"26677",0012-09-20,"mobile","us","other"
"41528",NA,"mobile","us","other"
"84843",NA,"moccasin","us","other"
"11850",NA,"modesto","us","other"
"14301",NA,"modesto","us","other"
"15731",NA,"modesto","us","other"
"24707",NA,"modesto (west of)","us","other"
"40690",NA,"mohave desert",NA,"other"
"1371",NA,"mohawk valley",NA,"other"
"1372",NA,"mohawk valley",NA,"other"
"71034",0007-09-19,"mojave desert",NA,"other"
"2093",NA,"molalla (near)","us","other"
"18126",NA,"moncks corner","us","other"
"44538",0004-03-20,"moncton (50.42km before) (canada)","ca","other"
"23036",NA,"moneta","us","other"
"5689",NA,"monkton","us","other"
"35625",NA,"monore (near)&#44 on interstate 75 north bound",NA,"other"
"14993",NA,"monroe","us","other"
"24457",0012-03-20,"monroe","us","other"
"37789",NA,"monroe","us","other"
"60886",0007-10-19,"monroe","us","other"
"19448",NA,"monroeville","us","other"
"14465",NA,"monrovia","us","other"
"23898",NA,"monrovia/arcadia/auarte area",NA,"other"
"70952",0007-08-20,"mons (france)",NA,"other"
"58662",NA,"montague","us","other"
"324",0010-11-19,"montara","us","other"
"39173",0003-07-20,"montauk","us","other"
"42995",NA,"montcalm county",NA,"other"
"64583",NA,"montclair","us","other"
"89026",0009-09-20,"montclair","us","other"
"875",0010-01-20,"montebello","us","other"
"31899",NA,"montebello","us","other"
"84640",NA,"montello","us","other"
"60644",0006-09-19,"monterey (north of)","us","other"
"66328",NA,"montgomery","us","other"
"15398",NA,"monticello","us","other"
"34416",0003-12-20,"monticello","us","other"
"33046",0002-06-20,"montpelier","us","other"
"78694",NA,"montpelier (near)","us","other"
"1954",NA,"montpelier/burlington (between)",NA,"other"
"7504",0010-06-20,"montreal (canada)","ca","other"
"36270",NA,"montreal (canada)","ca","other"
"37553",NA,"montreal (canada)","ca","other"
"43039",NA,"montreal (canada)","ca","other"
"47286",NA,"montreal (canada)","ca","other"
"47287",NA,"montreal (canada)","ca","other"
"53136",0006-01-19,"montreal (canada)","ca","other"
"60741",0006-09-20,"montreal (canada)","ca","other"
"78679",NA,"montreal (canada)","ca","other"
"48739",NA,"montreal (montreal) (canada)","ca","other"
"7019",0010-04-20,"montreal (quebec)(canada)","ca","other"
"11911",NA,"montreal east (canada)",NA,"other"
"18357",0011-09-20,"montrose","us","other"
"926",0010-01-20,"monument","us","other"
"23310",NA,"monument valley",NA,"other"
"18214",NA,"moody/mcgregor (between&#44 rural )",NA,"other"
"15438",NA,"moore","us","other"
"8995",0011-01-19,"mooresville","us","other"
"70685",0007-07-20,"mooresville","us","other"
"60117",0006-06-20,"morehead","us","other"
"86776",NA,"moreno valley","us","other"
"43433",NA,"morgan city","us","other"
"18627",NA,"morgan hill","us","other"
"85605",NA,"morgan hill","us","other"
"43505",NA,"morgantown","us","other"
"78671",NA,"morgantown","us","other"
"84279",NA,"morgantown","us","other"
"61485",0007-01-19,"morgantown-martinsville area",NA,"other"
"11186",NA,"moriches (long island)","us","other"
"41999",NA,"morinville (canada)","ca","other"
"5506",NA,"morpeth (canada)",NA,"other"
"3122",NA,"morris","us","other"
"77119",NA,"morris","us","other"
"21598",NA,"morrison","us","other"
"39435",0003-09-19,"morristown","us","other"
"37456",NA,"morrisville","us","other"
"57406",NA,"morrisville","us","other"
"27206",0001-03-20,"morton","us","other"
"30462",NA,"moscow","us","other"
"63264",NA,"moscow","us","other"
"4349",NA,"moseley","us","other"
"13404",0011-02-20,"moses lake","us","other"
"38978",0003-06-20,"moses lake","us","other"
"42278",NA,"moses lake","us","other"
"61806",0007-01-20,"moses lake","us","other"
"61974",0007-01-20,"moses lake","us","other"
"22193",NA,"moses lake (west of&#44 i-90)","us","other"
"71983",0008-01-19,"moshi (tanzania)",NA,"other"
"718",0010-01-19,"mosinee","us","other"
"86997",NA,"motherwell (uk/england)","gb","other"
"86996",NA,"motherwell (uk/scotland)","gb","other"
"55562",NA,"moultonboro",NA,"other"
"16960",0011-06-20,"moultrie","us","other"
"3786",NA,"mound","us","other"
"84738",NA,"moundsville","us","other"
"78680",NA,"mount carmel","us","other"
"78681",NA,"mount carmel","us","other"
"16506",0011-05-20,"mount clemens","us","other"
"48513",NA,"mount joy","us","other"
"14945",NA,"mount pleasant","us","other"
"78795",NA,"mount sinai","us","other"
"43993",NA,"mount vernon","us","other"
"3290",NA,"mount washington","us","other"
"7275",0010-05-20,"mountain home","us","other"
"29811",NA,"mountain home","us","other"
"15590",0011-03-20,"mountain view","us","other"
"38002",NA,"mountain view","us","other"
"54105",NA,"mountain view","us","other"
"74109",NA,"mountaintop",NA,"other"
"75759",NA,"moxee",NA,"other"
"73139",NA,"mt. hood parkdale",NA,"other"
"30944",0002-02-19,"mt. horeb",NA,"other"
"31595",NA,"mt. morris","us","other"
"12713",0001-01-20,"mt. pleasant","us","other"
"36149",NA,"mt. pocono","us","other"
"21882",0012-02-20,"mt. rainier national park",NA,"other"
"34544",NA,"mt. springs (cooke county)",NA,"other"
"4824",NA,"mt. vernon","us","other"
"8699",0011-10-20,"mt. vernon","us","other"
"59181",NA,"mucie",NA,"other"
"44435",0004-03-19,"mudgee (australia)","au","other"
"58214",NA,"mullan","us","other"
"17973",NA,"mullica hill","us","other"
"29194",NA,"mumbai",NA,"other"
"4415",NA,"mumbai (india)",NA,"other"
"34046",0003-01-19,"mumbai (india)",NA,"other"
"82819",NA,"mumbai (india)",NA,"other"
"38740",0003-05-20,"muncie","us","other"
"78085",NA,"munising","us","other"
"31166",NA,"murdock/port charlotte",NA,"other"
"28822",0002-01-20,"murfreesboro","us","other"
"81734",0009-01-20,"murfreesboro","us","other"
"55121",NA,"murphy","us","other"
"3373",NA,"murphysboro","us","other"
"7718",0010-07-20,"murray","us","other"
"34843",NA,"murray","us","other"
"71507",0008-10-20,"murray","us","other"
"28533",0002-10-20,"murrells inlet","us","other"
"87998",0009-05-20,"murrieta","us","other"
"11551",NA,"muskego","us","other"
"42142",NA,"muskegon","us","other"
"46927",NA,"muskegon","us","other"
"4660",NA,"musquodoboit harbour (canada)","ca","other"
"42581",0004-02-19,"mussel shoals",NA,"other"
"61910",0007-01-20,"muttontown","us","other"
"67645",NA,"myles inlet",NA,"other"
"3075",NA,"myrtle beach","us","other"
"32441",0002-03-20,"myrtle beach","us","other"
"52087",0006-11-20,"myrtle beach","us","other"
"65275",NA,"myrtle beach","us","other"
"66113",NA,"myrtle beach","us","other"
"77447",NA,"myrtle beach","us","other"
"88903",0009-09-20,"myrtle beach","us","other"
"24272",NA,"n&auml;ssj&ouml; (sweden)",NA,"other"
"81778",0009-01-20,"n. myrtle beach",NA,"other"
"28804",0002-01-20,"n./a",NA,"other"
"63606",NA,"nampa","us","other"
"64694",NA,"nampa","us","other"
"69786",0007-04-20,"nampa","us","other"
"53918",NA,"nanaimo (canada)","ca","other"
"36860",NA,"nanoose bay (canada)","ca","other"
"89067",0009-09-20,"napa","us","other"
"71352",0008-10-19,"napa (near)","us","other"
"55578",NA,"napali coast",NA,"other"
"25813",NA,"naperville","us","other"
"52578",0006-01-19,"napier (new zealand)",NA,"other"
"9382",0001-11-20,"naples","us","other"
"15266",NA,"naples","us","other"
"15595",0011-03-20,"naples","us","other"
"20938",NA,"naples","us","other"
"22323",NA,"naples","us","other"
"2770",NA,"napoleonville","us","other"
"72982",NA,"napoleonville","us","other"
"6152",NA,"nashua","us","other"
"76176",0008-02-20,"nashua","us","other"
"5496",NA,"nashville","us","other"
"5784",NA,"nashville","us","other"
"9644",0011-12-20,"nashville","us","other"
"33052",0002-06-20,"nashville","us","other"
"40650",NA,"nashville","us","other"
"66974",NA,"nashville","us","other"
"81731",0009-01-20,"nashville","us","other"
"14893",NA,"nassau (bahamas)",NA,"other"
"23144",NA,"natalia","us","other"
"76022",NA,"natomas",NA,"other"
"17404",0011-07-20,"navarre","us","other"
"83394",NA,"neckarsulm (germany)","de","other"
"36859",NA,"nederland","us","other"
"36861",NA,"nederland","us","other"
"35533",NA,"neenah","us","other"
"70463",0007-07-19,"neenah","us","other"
"76963",NA,"neenah","us","other"
"19870",NA,"neosho","us","other"
"38614",0003-04-20,"neosho","us","other"
"57019",NA,"neshkoro","us","other"
"21616",NA,"neuss (germany)","de","other"
"6339",NA,"nevada","us","other"
"52660",0006-01-19,"nevada (over)",NA,"other"
"70452",0007-07-19,"new albany","us","other"
"54448",NA,"new bedford","us","other"
"40257",0004-01-20,"new berlin","us","other"
"76197",0008-02-20,"new bern","us","other"
"36420",NA,"new braintree","us","other"
"8908",0011-11-20,"new braunfels","us","other"
"59101",NA,"new brighton","us","other"
"37393",NA,"new brunswick","us","other"
"57431",NA,"new carrollton","us","other"
"2006",NA,"new castle","us","other"
"44912",0004-05-20,"new castle","us","other"
"62572",NA,"new castle","us","other"
"67530",NA,"new castle","us","other"
"75551",NA,"new castle","us","other"
"3973",0010-02-19,"new delhi (india)",NA,"other"
"83274",NA,"new ellington",NA,"other"
"73292",NA,"new elm (canada)",NA,"other"
"27088",0001-03-20,"new florence","us","other"
"42337",NA,"new glarus","us","other"
"44323",NA,"new glasgow (canada)","ca","other"
"5003",NA,"new gloucester","us","other"
"14051",NA,"new hampton","us","other"
"46419",0005-01-20,"new haven","us","other"
"72336",0008-01-20,"new holland","us","other"
"32079",NA,"new kensington","us","other"
"38295",NA,"new kensington","us","other"
"10044",NA,"new london","us","other"
"4945",NA,"new mexico",NA,"other"
"66970",NA,"new mexico (interstate 25&#44 exit 138)",NA,"other"
