"","datetime","city","country","shape"
"38989",0003-06-20,"las vegas","us","circle"
"41097",NA,"las vegas","us","circle"
"41720",NA,"las vegas","us","circle"
"42521",NA,"las vegas","us","circle"
"42972",NA,"las vegas","us","circle"
"48593",0005-02-20,"las vegas","us","circle"
"59125",NA,"las vegas","us","circle"
"62961",NA,"las vegas","us","circle"
"64295",NA,"las vegas","us","circle"
"69448",0007-04-20,"las vegas","us","circle"
"73148",NA,"las vegas","us","circle"
"73301",NA,"las vegas","us","circle"
"76456",NA,"las vegas","us","circle"
"83023",NA,"las vegas","us","circle"
"84697",NA,"las vegas","us","circle"
"55110",NA,"las vegas (outside of)","us","circle"
"20866",NA,"lasalle (canada)","ca","circle"
"31510",NA,"latham","us","circle"
"84628",NA,"latham","us","circle"
"55310",NA,"laude",NA,"circle"
"87545",0009-03-20,"lauderdale-by-the-sea","us","circle"
"32020",NA,"laughlin","us","circle"
"32026",NA,"laughlin","us","circle"
"47875",NA,"laughlin","us","circle"
"5558",NA,"laurel","us","circle"
"5708",NA,"laurel","us","circle"
"42480",NA,"laurel","us","circle"
"82442",NA,"laurel","us","circle"
"82979",NA,"laurel","us","circle"
"5026",NA,"lavalette","us","circle"
"41674",NA,"lavalette","us","circle"
"38488",0003-03-20,"lavergne",NA,"circle"
"65718",NA,"lavergne",NA,"circle"
"11990",0001-01-19,"lawndale","us","circle"
"50055",NA,"lawndale","us","circle"
"88191",0009-06-20,"lawrence","us","circle"
"31819",NA,"lawrenceburg","us","circle"
"37014",NA,"lawrenceburg","us","circle"
"26466",0012-09-20,"lawrenceville","us","circle"
"32119",NA,"lawrenceville","us","circle"
"40307",0004-01-20,"lawrenceville","us","circle"
"47451",NA,"lawrenceville","us","circle"
"55366",NA,"lawrenceville","us","circle"
"61438",0007-01-19,"lawrenceville","us","circle"
"42559",NA,"lawton","us","circle"
"84900",NA,"lawton","us","circle"
"21459",NA,"le mans (france)",NA,"circle"
"62558",NA,"league city","us","circle"
"2604",NA,"leavenworth","us","circle"
"31082",0002-02-20,"leawood","us","circle"
"24478",0012-03-20,"lebanon","us","circle"
"45126",0004-06-20,"lebanon","us","circle"
"50352",NA,"lebanon","us","circle"
"57924",NA,"lebanon","us","circle"
"5976",NA,"lee&#39s summit",NA,"circle"
"68973",0007-04-20,"lee&#39s summit",NA,"circle"
"73267",NA,"leeds","us","circle"
"85851",NA,"leeds (uk/england)","gb","circle"
"2855",NA,"leesburg","us","circle"
"33776",0003-10-20,"leesburg","us","circle"
"49690",NA,"leesburg","us","circle"
"79375",0008-04-20,"leesburg","us","circle"
"12124",0001-01-19,"leeton (australia)","au","circle"
"24805",NA,"leicester","us","circle"
"9287",0011-01-20,"leicester (uk/england)","gb","circle"
"16684",0011-05-20,"leicester (uk/england)","gb","circle"
"44673",0004-04-20,"leigh (uk/england)","gb","circle"
"44526",0004-03-20,"leitchfield","us","circle"
"17550",0011-07-20,"leland","us","circle"
"60183",0006-06-20,"lemars",NA,"circle"
"24000",NA,"lemon grove","us","circle"
"69055",0007-04-20,"lemon grove","us","circle"
"37067",NA,"lemont","us","circle"
"54007",NA,"lemont","us","circle"
"70633",0007-07-20,"lemont","us","circle"
"70635",0007-07-20,"lemont","us","circle"
"9222",0011-01-20,"lemoore","us","circle"
"45562",0004-09-20,"lemoore","us","circle"
"53825",NA,"lempster","us","circle"
"64047",NA,"lena","us","circle"
"26574",0012-09-20,"lenzburg","us","circle"
"26575",0012-09-20,"lenzburg","us","circle"
"70374",0007-06-20,"lesterville","us","circle"
"42912",NA,"lethbridge (canada)","ca","circle"
"87619",0009-03-20,"lethbridge (canada)","ca","circle"
"79407",0008-05-19,"lethbridge park (australia)",NA,"circle"
"33627",0003-10-20,"leupp/flagstaff (between)",NA,"circle"
"3092",NA,"leuven (belgium)",NA,"circle"
"22566",NA,"levittown","us","circle"
"51702",0006-10-19,"levittown","us","circle"
"57821",NA,"levittown","us","circle"
"23424",NA,"lewiston","us","circle"
"77152",NA,"lewiston","us","circle"
"79903",0008-06-20,"lewiston","us","circle"
"56370",NA,"lewistown","us","circle"
"12833",NA,"lewisville","us","circle"
"34879",NA,"lewisville","us","circle"
"46765",NA,"lewisville","us","circle"
"5812",NA,"lexington","us","circle"
"6381",NA,"lexington","us","circle"
"21813",0012-02-20,"lexington","us","circle"
"30720",NA,"lexington","us","circle"
"37962",NA,"lexington","us","circle"
"43816",NA,"lexington","us","circle"
"59966",0006-06-19,"lexington","us","circle"
"67849",NA,"lexington","us","circle"
"69111",0007-04-20,"lexington","us","circle"
"84552",NA,"lexington","us","circle"
"11883",NA,"liberty","us","circle"
"14657",NA,"liberty","us","circle"
"34950",NA,"liberty","us","circle"
"9518",0011-01-20,"liberty lake","us","circle"
"12740",0001-01-20,"liberty township",NA,"circle"
"70335",0007-06-20,"liberty township",NA,"circle"
"32679",0002-04-20,"libertyville","us","circle"
"85832",NA,"libertyville","us","circle"
"7569",0010-07-19,"libya",NA,"circle"
"62218",0007-12-20,"lichfield (uk/england)","gb","circle"
"16869",NA,"lido beach","us","circle"
"24853",0012-04-20,"liepaja (latvia)",NA,"circle"
"6720",0010-03-20,"lilburn","us","circle"
"30409",NA,"lilburn","us","circle"
"21971",0012-02-20,"lillington","us","circle"
"28460",0002-10-20,"lillington","us","circle"
"6777",0010-03-20,"lima","us","circle"
"12958",NA,"lima","us","circle"
"48273",NA,"lima",NA,"circle"
"51906",0006-10-20,"lima","us","circle"
"551",0010-01-19,"lima (peru)",NA,"circle"
"28731",0002-01-19,"lima (peru)",NA,"circle"
"29573",NA,"lima (peru)",NA,"circle"
"35128",NA,"lima (peru)",NA,"circle"
"85587",NA,"lima (peru)",NA,"circle"
"26263",0012-08-20,"limassol (cyprus)",NA,"circle"
"77712",NA,"limassol (cyprus)",NA,"circle"
"73750",NA,"limerick","us","circle"
"39220",0003-07-20,"limon","us","circle"
"12918",NA,"lincoln","us","circle"
"14549",NA,"lincoln","us","circle"
"43566",NA,"lincoln","us","circle"
"44269",NA,"lincoln","us","circle"
"55969",NA,"lincoln","us","circle"
"57339",NA,"lincoln","us","circle"
"69686",0007-04-20,"lincoln","us","circle"
"72504",0008-12-19,"lincoln","us","circle"
"79693",0008-06-20,"lincoln","us","circle"
"81243",0009-11-20,"lincoln","us","circle"
"82036",0009-12-20,"lincoln","us","circle"
"67377",NA,"lincoln city","us","circle"
"80502",0008-08-20,"lincoln city","us","circle"
"85186",0009-02-20,"lincoln city","us","circle"
"73606",NA,"lincoln park","us","circle"
"9631",0011-12-20,"lincolnshire (uk/england)","gb","circle"
"15758",NA,"lincolnshire (uk/england)","gb","circle"
"67405",NA,"linden","us","circle"
"82389",NA,"linden","us","circle"
"84513",NA,"linden","us","circle"
"8347",0001-10-20,"lindenhurst","us","circle"
"70781",0007-07-20,"lindenhurst","us","circle"
"52128",0006-01-19,"linlithgow (west  lothian) (uk/scotland)","gb","circle"
"67534",NA,"linoir city",NA,"circle"
"6795",0010-03-20,"linton","us","circle"
"8926",0011-11-20,"lisbon","us","circle"
"18431",0011-09-20,"lisbon","us","circle"
"24472",0012-03-20,"lisbon",NA,"circle"
"84148",NA,"lisbon","us","circle"
"49789",NA,"lisle","us","circle"
"77066",NA,"lisle","us","circle"
"1923",NA,"litchfield","us","circle"
"3147",NA,"litchfield","us","circle"
"79794",0008-06-20,"litchfield",NA,"circle"
"60568",0006-08-20,"litchfield beach","us","circle"
"28674",0002-11-20,"litchfield park","us","circle"
"35861",NA,"litchfield park","us","circle"
"33554",0002-09-20,"lithia","us","circle"
"42650",0004-02-20,"lithonia","us","circle"
"19191",NA,"little britain (canada)",NA,"circle"
"64555",NA,"little river","us","circle"
"2277",NA,"little rock","us","circle"
"11223",NA,"little rock","us","circle"
"30217",NA,"little rock",NA,"circle"
"46565",0005-12-20,"little rock","us","circle"
"48872",NA,"little rock","us","circle"
"49736",NA,"little rock","us","circle"
"71637",0008-11-19,"little rock","us","circle"
"78738",NA,"little rock","us","circle"
"86796",NA,"little rock","us","circle"
"28321",0001-09-20,"little rock (south of)","us","circle"
"30451",NA,"littlerock",NA,"circle"
"1722",NA,"littleton","us","circle"
"22574",NA,"littleton","us","circle"
"48664",0005-02-20,"littleton","us","circle"
"58346",NA,"littleton","us","circle"
"61871",0007-01-20,"littleton","us","circle"
"65715",NA,"littleton","us","circle"
"79365",0008-04-20,"littleton","us","circle"
"82474",NA,"littleton","us","circle"
"36201",NA,"livermore","us","circle"
"68110",NA,"livermore","us","circle"
"32602",0002-04-20,"livermore/pleasonton (area)",NA,"circle"
"5424",NA,"liverpool","us","circle"
"23531",NA,"liverpool (uk/england)","gb","circle"
"28489",0002-10-20,"liverpool (uk/england)","gb","circle"
"72280",0008-01-20,"liverpool (uk/england)","gb","circle"
"15888",NA,"livingston","us","circle"
"31428",NA,"livingston","us","circle"
"61303",0007-11-20,"livingston","us","circle"
"61866",0007-01-20,"livingston","us","circle"
"9303",0011-01-20,"livonia","us","circle"
"59786",0006-05-20,"livonia","us","circle"
"78324",NA,"llandudno (uk/wales)","gb","circle"
"49579",NA,"llanfairfechan (uk/wales)","gb","circle"
"7949",0010-08-20,"lockesberg",NA,"circle"
"2355",NA,"lockport","us","circle"
"21063",NA,"lockport","us","circle"
"47523",NA,"lockport","us","circle"
"65159",NA,"lockport","us","circle"
"77025",NA,"lockport","us","circle"
"88317",0009-06-20,"lockport","us","circle"
"82571",NA,"lodi","us","circle"
"19643",0012-12-20,"lodi (near; central ca; we were traveling)","us","circle"
"13506",0011-02-20,"logan","us","circle"
"55154",NA,"logan","us","circle"
"63804",NA,"loganville","us","circle"
"8080",0010-09-20,"lombard","us","circle"
"49507",NA,"lombard","us","circle"
"50527",0005-03-20,"lombard","us","circle"
"87810",0009-04-20,"lombard","us","circle"
"40577",NA,"lomita","us","circle"
"37201",NA,"lompoc","us","circle"
"61520",0007-01-19,"lompoc","us","circle"
"80537",0008-09-19,"lompoc","us","circle"
"69113",0007-04-20,"london","us","circle"
"70676",0007-07-20,"london","us","circle"
"54344",NA,"london ((uk/england)","gb","circle"
"50191",NA,"london (canada)","ca","circle"
"71764",0008-11-20,"london (canada)","ca","circle"
"75053",NA,"london (canada)","ca","circle"
"79364",0008-04-20,"london (canada)","ca","circle"
"85033",0009-02-20,"london (canada)","ca","circle"
"85147",0009-02-20,"london (canada)","ca","circle"
"52002",0006-11-20,"london (mad mile rd.&#44 addington) (uk/england)","gb","circle"
"2041",NA,"london (uk/england)","gb","circle"
"6189",NA,"london (uk/england)","gb","circle"
"8230",0001-10-19,"london (uk/england)","gb","circle"
"9454",0001-11-20,"london (uk/england)","gb","circle"
"10553",NA,"london (uk/england)","gb","circle"
"16790",0011-05-20,"london (uk/england)","gb","circle"
"28473",0002-10-20,"london (uk/england)","gb","circle"
"28687",0002-11-20,"london (uk/england)","gb","circle"
"28848",0002-01-20,"london (uk/england)","gb","circle"
"32928",0002-06-20,"london (uk/england)","gb","circle"
"38425",0003-03-20,"london (uk/england)","gb","circle"
"39135",0003-07-20,"london (uk/england)","gb","circle"
"39185",0003-07-20,"london (uk/england)","gb","circle"
"49235",NA,"london (uk/england)","gb","circle"
"50303",NA,"london (uk/england)","gb","circle"
"50415",0005-03-20,"london (uk/england)","gb","circle"
"52597",0006-01-19,"london (uk/england)","gb","circle"
"60797",0006-09-20,"london (uk/england)","gb","circle"
"61356",0007-11-20,"london (uk/england)","gb","circle"
"63938",NA,"london (uk/england)","gb","circle"
"64503",NA,"london (uk/england)","gb","circle"
"64841",NA,"london (uk/england)","gb","circle"
"66035",NA,"london (uk/england)","gb","circle"
"75127",NA,"london (uk/england)","gb","circle"
"75317",NA,"london (uk/england)","gb","circle"
"76856",NA,"london (uk/england)","gb","circle"
"78970",0008-03-20,"london (uk/england)","gb","circle"
"79514",0008-05-20,"london (uk/england)","gb","circle"
"82485",NA,"london (uk/england)","gb","circle"
"82486",NA,"london (uk/england)","gb","circle"
"86837",NA,"london (uk/england)","gb","circle"
"87394",NA,"london (uk/england)","gb","circle"
"87456",0009-03-20,"london (uk/england)","gb","circle"
"88432",0009-07-20,"london (uk/england)","gb","circle"
"74472",NA,"londonderry","us","circle"
"81836",0009-01-20,"londonderry","us","circle"
"8006",0010-09-20,"lone pine","us","circle"
"70631",0007-07-20,"lone pine","us","circle"
"14523",NA,"long beach","us","circle"
"16110",NA,"long beach","us","circle"
"19933",NA,"long beach","us","circle"
"31384",NA,"long beach","us","circle"
"40735",NA,"long beach","us","circle"
"55965",NA,"long beach","us","circle"
"80920",0009-10-20,"long beach (canada)",NA,"circle"
"53002",0006-01-19,"long island/stoney brook",NA,"circle"
"69687",0007-04-20,"long lake","us","circle"
"4370",NA,"longmont","us","circle"
"7300",0010-05-20,"longmont","us","circle"
"15610",0011-03-20,"longmont","us","circle"
"37871",NA,"longmont","us","circle"
"61022",0007-10-20,"longmont","us","circle"
"70188",0007-06-20,"longmont","us","circle"
"70189",0007-06-20,"longmont","us","circle"
"86433",NA,"longs","us","circle"
"27224",0001-04-19,"longview","us","circle"
"64500",NA,"longview","us","circle"
"70819",0007-08-19,"longview","us","circle"
"70864",0007-08-20,"longview","us","circle"
"33378",0002-08-20,"longwood","us","circle"
"42607",0004-02-20,"lookout","us","circle"
"12446",0001-01-20,"loon mountain ski club",NA,"circle"
"72033",0008-01-19,"lopez island",NA,"circle"
"55326",NA,"lorain","us","circle"
"56025",NA,"lorain","us","circle"
"69183",0007-04-20,"lorain","us","circle"
"77171",NA,"lorane","us","circle"
"15868",NA,"lorton","us","circle"
"17612",0011-07-20,"lorton","us","circle"
"88844",0009-09-19,"los altos","us","circle"
"2191",NA,"los americas (laguna park 1 hotel) (tenerife)",NA,"circle"
"1673",NA,"los angeles","us","circle"
"3072",NA,"los angeles","us","circle"
"5523",NA,"los angeles","us","circle"
"7695",0010-07-20,"los angeles","us","circle"
"8659",0011-10-20,"los angeles","us","circle"
"10117",NA,"los angeles","us","circle"
"11060",NA,"los angeles","us","circle"
"12172",0001-01-20,"los angeles","us","circle"
"15644",NA,"los angeles","us","circle"
"22263",NA,"los angeles","us","circle"
"22267",NA,"los angeles","us","circle"
"24431",0012-03-20,"los angeles","us","circle"
"29084",0002-12-20,"los angeles","us","circle"
"29262",NA,"los angeles","us","circle"
"30668",NA,"los angeles","us","circle"
"31518",NA,"los angeles","us","circle"
"37653",NA,"los angeles","us","circle"
"38254",NA,"los angeles","us","circle"
"43189",NA,"los angeles","us","circle"
"44013",NA,"los angeles","us","circle"
"48633",0005-02-20,"los angeles","us","circle"
"51371",0005-08-20,"los angeles","us","circle"
"52696",0006-01-19,"los angeles","us","circle"
"52953",0006-01-19,"los angeles","us","circle"
"56795",NA,"los angeles","us","circle"
"57244",NA,"los angeles","us","circle"
"59537",0006-03-20,"los angeles","us","circle"
"59557",0006-04-19,"los angeles",NA,"circle"
"59897",0006-05-20,"los angeles","us","circle"
"61422",0007-01-19,"los angeles","us","circle"
"61544",0007-01-19,"los angeles","us","circle"
"62728",NA,"los angeles","us","circle"
"62741",NA,"los angeles","us","circle"
"65549",0007-02-20,"los angeles","us","circle"
"66024",NA,"los angeles","us","circle"
"68082",NA,"los angeles","us","circle"
"68885",0007-04-20,"los angeles","us","circle"
"75247",NA,"los angeles","us","circle"
"77058",NA,"los angeles","us","circle"
"80510",0008-08-20,"los angeles","us","circle"
"81944",0009-12-20,"los angeles","us","circle"
"60558",0006-08-20,"los angeles (lincoln heights)","us","circle"
"8791",0011-11-20,"los angeles area",NA,"circle"
"70994",0007-08-20,"los angeles/hollywood",NA,"circle"
"46065",0005-11-20,"los banos","us","circle"
"82122",0009-12-20,"los banos","us","circle"
"32759",0002-05-20,"los banos (near)","us","circle"
"50360",NA,"los banos (near; on interstate 5)","us","circle"
"76504",NA,"los feliz",NA,"circle"
"29080",0002-12-20,"los gatos","us","circle"
"37891",NA,"los lunas","us","circle"
"39421",0003-08-20,"los lunas/albuqerque",NA,"circle"
"21776",0012-02-20,"los mochis (mexico)",NA,"circle"
"8458",0011-10-19,"lou  costello recreation center (boyle heights)",NA,"circle"
"22807",NA,"loudon","us","circle"
"53502",0006-12-20,"louisa","us","circle"
"6871",0010-03-20,"louisburg","us","circle"
"43311",NA,"louisburg","us","circle"
"43849",NA,"louisburg","us","circle"
"51912",0006-10-20,"louisburg","us","circle"
"57118",NA,"louisburg","us","circle"
"78803",NA,"louisburg","us","circle"
"4559",NA,"louisville","us","circle"
"7714",0010-07-20,"louisville","us","circle"
"24587",NA,"louisville","us","circle"
"41512",NA,"louisville","us","circle"
"42097",NA,"louisville","us","circle"
"46248",0005-01-19,"louisville","us","circle"
"48161",NA,"louisville","us","circle"
"58768",NA,"louisville","us","circle"
"58907",NA,"louisville","us","circle"
"61251",0007-11-20,"louisville","us","circle"
"62273",0007-12-20,"louisville","us","circle"
"64564",NA,"louisville","us","circle"
"68571",0007-04-19,"louisville","us","circle"
"69363",0007-04-20,"louisville","us","circle"
"73492",NA,"louisville","us","circle"
"84333",NA,"louisville","us","circle"
"9600",0011-12-19,"louisville (seen from a/c @ fl450 ~ 75 nm s. of)","us","circle"
"9217",0001-11-20,"lousa (portugal)",NA,"circle"
"9164",0001-11-20,"loveland","us","circle"
"13515",0011-02-20,"loveland","us","circle"
"15027",NA,"loveland","us","circle"
"43696",NA,"loveland","us","circle"
"43775",NA,"loveland","us","circle"
"63455",NA,"loveland","us","circle"
"23863",NA,"loves park","us","circle"
"64997",NA,"loves park","us","circle"
"75755",NA,"loves park","us","circle"
"10217",NA,"lovington","us","circle"
"14459",NA,"lowell","us","circle"
"74817",NA,"lowell","us","circle"
"74966",NA,"lowell","us","circle"
"66935",NA,"lowestoft&#44 suffolk (uk/england)",NA,"circle"
"2882",NA,"lubbock","us","circle"
"21961",NA,"lubbock","us","circle"
"37072",NA,"lubbock","us","circle"
"73797",NA,"lubbock","us","circle"
"4067",0010-02-20,"lubec","us","circle"
"8328",0001-10-20,"ludington","us","circle"
"73427",NA,"ludington","us","circle"
"42072",NA,"ludlow","us","circle"
"63901",NA,"lufkin","us","circle"
"39827",0004-10-20,"lugoff","us","circle"
"84037",NA,"luguna woods",NA,"circle"
"51280",0005-07-20,"luka",NA,"circle"
"77210",NA,"luling","us","circle"
"59230",NA,"lupton","us","circle"
"47909",NA,"luray","us","circle"
"88427",0009-07-20,"luton (uk/england)","gb","circle"
"42082",NA,"lutz","us","circle"
"48885",NA,"lyle","us","circle"
"9777",0011-12-20,"lynchburg","us","circle"
"49544",NA,"lyndhurst","us","circle"
"14574",NA,"lyndonville","us","circle"
"58283",NA,"lyndonville","us","circle"
"27404",0001-04-20,"lynn","us","circle"
"40226",0004-01-20,"lynn","us","circle"
"44897",0004-05-20,"lynn","us","circle"
"21045",NA,"lynnville","us","circle"
"7030",0010-04-20,"lynnwood","us","circle"
"17009",0011-06-20,"lynnwood","us","circle"
"67454",NA,"lynnwood","us","circle"
"69184",0007-04-20,"lynnwood","us","circle"
"73088",NA,"lynnwood","us","circle"
"50670",0005-04-20,"lyons","us","circle"
"31355",NA,"maca&eacute; (brazil)",NA,"circle"
"8919",0011-11-20,"macclesfield (uk/england)","gb","circle"
"17141",0011-06-20,"macdill afb",NA,"circle"
"70717",0007-07-20,"machesney park","us","circle"
"75063",NA,"macomb","us","circle"
"87222",NA,"macomb","us","circle"
"60809",0006-09-20,"macomb township",NA,"circle"
"69041",0007-04-20,"macomb township",NA,"circle"
"56566",0006-02-19,"macon","us","circle"
"218",0010-10-20,"madison","us","circle"
"7086",0010-04-20,"madison","us","circle"
"7850",0010-08-20,"madison","us","circle"
"8060",0010-09-20,"madison","us","circle"
"11041",NA,"madison","us","circle"
"19036",0012-11-20,"madison","us","circle"
"34099",0003-01-20,"madison","us","circle"
"34804",NA,"madison","us","circle"
"37794",NA,"madison","us","circle"
"50189",NA,"madison","us","circle"
"56995",NA,"madison","us","circle"
"60064",0006-06-20,"madison","us","circle"
"78603",NA,"madison","us","circle"
"87117",NA,"madison","us","circle"
"8421",0001-10-20,"madison heights","us","circle"
"54377",NA,"madison heights","us","circle"
"17745",0011-08-20,"madras","us","circle"
"81170",0009-11-20,"madras","us","circle"
"24246",NA,"magna","us","circle"
"49729",NA,"magna","us","circle"
"57038",NA,"magna","us","circle"
"57040",NA,"magna","us","circle"
"67707",NA,"magna","us","circle"
"24115",NA,"magnolia","us","circle"
"63263",NA,"magnolia","us","circle"
"57790",NA,"mahopac","us","circle"
"9231",0001-11-20,"mahwah","us","circle"
"25219",NA,"maiden","us","circle"
"59472",0006-03-20,"maidstone&#44 kent (uk/england",NA,"circle"
"74984",NA,"maidstone&#44 kent (uk/england)",NA,"circle"
"34462",0003-12-20,"maineville","us","circle"
"51898",0006-10-20,"makawao","us","circle"
"41003",NA,"malad/downy",NA,"circle"
"34012",0003-01-19,"maldon (uk/england)","gb","circle"
"60877",0007-10-19,"malibu","us","circle"
"79956",0008-07-20,"malone","us","circle"
"70571",0007-07-20,"malton (uk/england)","gb","circle"
"4514",NA,"malvern (jamaica)",NA,"circle"
"73640",NA,"mammoth lakes","us","circle"
"80676",0008-09-20,"mamria thethar&#44 rewari (hr) (india)",NA,"circle"
"84165",NA,"manalapan","us","circle"
"11965",0001-01-19,"manama (bahrain)",NA,"circle"
"21575",NA,"manassas","us","circle"
"85226",NA,"manassas","us","circle"
"2899",NA,"manchester","us","circle"
"19540",NA,"manchester","us","circle"
"20479",NA,"manchester","us","circle"
"21320",0001-02-20,"manchester","us","circle"
"43294",NA,"manchester",NA,"circle"
"56781",NA,"manchester","us","circle"
"88565",0009-07-20,"manchester","us","circle"
"10200",NA,"manchester (glossup) uk/england",NA,"circle"
"56116",NA,"manchester (near) (uk/england)","gb","circle"
"40437",0004-12-20,"manchester (uk/england)","gb","circle"
"53581",0006-12-20,"manchester (uk/england)","gb","circle"
"72060",0008-01-19,"manchester (uk/england)","gb","circle"
"74262",NA,"manchester (uk/england)","gb","circle"
"82082",0009-12-20,"manchester (uk/england)","gb","circle"
"85374",NA,"manchester (withington) (uk/england)","gb","circle"
"16685",0011-05-20,"manchester area (bury&#39)",NA,"circle"
"4976",NA,"mandan","us","circle"
"18169",0011-09-19,"mandaree","us","circle"
"29059",0002-12-20,"mandurah (east of) (western australia)","au","circle"
"34917",NA,"manila (philippines)",NA,"circle"
"1876",NA,"manistee","us","circle"
"65137",NA,"manitou beach","us","circle"
"3733",NA,"manitou springs","us","circle"
"66394",NA,"manitowoc","us","circle"
"75575",NA,"manlius","us","circle"
"16814",NA,"mansfield","us","circle"
"60599",0006-08-20,"mansfield","us","circle"
"69340",0007-04-20,"manson","us","circle"
"74551",NA,"manson","us","circle"
"1768",NA,"manteca","us","circle"
"46058",0005-11-20,"manteno","us","circle"
"62956",NA,"mantua","us","circle"
"29789",NA,"maple falls","us","circle"
"53617",0006-12-20,"maple falls","us","circle"
"43089",NA,"maple grove","us","circle"
"88030",0009-05-20,"maple ridge (canada)","ca","circle"
"46566",0005-12-20,"maple shade","us","circle"
"87544",0009-03-20,"mapleton","us","circle"
"18642",NA,"marathon","us","circle"
"5364",NA,"marbella (spain)",NA,"circle"
"51333",0005-08-19,"marble falls","us","circle"
"48659",0005-02-20,"marble hill","us","circle"
"86163",NA,"marcell","us","circle"
"76810",NA,"marco island",NA,"circle"
"76513",NA,"marcus hook","us","circle"
"28890",0002-01-20,"mare island",NA,"circle"
"28793",0002-01-20,"marfa","us","circle"
"5660",NA,"margaretville","us","circle"
"37346",NA,"margate","us","circle"
"39514",0003-09-20,"margate","us","circle"
"20187",NA,"maricopa","us","circle"
"37951",NA,"maricopa","us","circle"
"4759",NA,"marietta","us","circle"
"19371",0012-01-20,"marietta","us","circle"
"45943",0005-11-19,"marietta","us","circle"
"50851",0005-05-20,"marietta","us","circle"
"82326",NA,"marietta","us","circle"
"23958",NA,"marikina (philippines)",NA,"circle"
"26532",0012-09-20,"marina del rey/mar vista",NA,"circle"
"84890",NA,"marine city","us","circle"
"9541",0011-01-20,"marion","us","circle"
"40222",0004-01-20,"marion","us","circle"
"46698",NA,"marion","us","circle"
"58587",NA,"marion","us","circle"
"16980",NA,"marion township",NA,"circle"
"7034",0010-04-20,"mariposa","us","circle"
"19579",NA,"mariposa","us","circle"
"27889",0001-07-20,"markham (canada)","ca","circle"
"12389",0001-01-20,"markle","us","circle"
"10341",NA,"marksville","us","circle"
"3255",NA,"marlboro","us","circle"
"50730",0005-05-19,"marlboro","us","circle"
"54682",NA,"marlboro",NA,"circle"
"30125",NA,"marlborough","us","circle"
"20261",NA,"marlette","us","circle"
"68546",0007-04-19,"marley park",NA,"circle"
"61120",0007-10-20,"marlington",NA,"circle"
"62180",0007-12-20,"marlow (uk/england)","gb","circle"
"1294",0010-12-20,"marlton","us","circle"
"9338",0011-01-20,"mars hill","us","circle"
"45581",0004-09-20,"marshalltown","us","circle"
"10276",NA,"marshfield","us","circle"
"43282",NA,"marshville","us","circle"
"50458",0005-03-20,"marston moretaine (uk/england)","gb","circle"
"79644",0008-05-20,"marstons mills","us","circle"
"72047",0008-01-19,"marthasville","us","circle"
"16962",NA,"martinez","us","circle"
"52142",0006-01-19,"martinez (outskirts)","us","circle"
"4591",NA,"martinsburg","us","circle"
"35485",NA,"martinsburg","us","circle"
"21866",NA,"martinsville","us","circle"
"25307",0012-05-20,"martinsville","us","circle"
"31805",NA,"maryborough (queensland) (australia)","au","circle"
"965",0010-01-20,"marysville","us","circle"
"5377",NA,"marysville","us","circle"
"18628",NA,"marysville","us","circle"
"21999",NA,"marysville","us","circle"
"30876",NA,"marysville","us","circle"
"56686",0006-02-20,"marysville","us","circle"
"7091",0010-04-20,"maryville","us","circle"
"87114",NA,"maseru (lesotho; south africa)",NA,"circle"
"73115",NA,"mashpee","us","circle"
"27141",0001-03-20,"mason","us","circle"
"39136",0003-07-20,"mason city","us","circle"
"65380",NA,"maspeth","us","circle"
"65381",NA,"maspeth","us","circle"
"63308",NA,"massachussetts highway rest stop",NA,"circle"
"69758",0007-04-20,"massapequa","us","circle"
"19903",NA,"massillon","us","circle"
"26962",NA,"mastic","us","circle"
"50316",NA,"mastic","us","circle"
"75542",NA,"mastic (long island)","us","circle"
"2677",NA,"matteson","us","circle"
"75913",NA,"matteson","us","circle"
"5281",NA,"maui (peahi/jaws)",NA,"circle"
"24972",NA,"maumee","us","circle"
"33956",0003-11-20,"maumee","us","circle"
"42934",NA,"maumee","us","circle"
"70314",0007-06-20,"maumee","us","circle"
"49422",NA,"maurertown","us","circle"
"87128",NA,"mauritius island (mauritius)",NA,"circle"
"11088",NA,"mauston (in country)","us","circle"
"61559",0007-01-19,"maxwelton beach (south whidbey isl.)",NA,"circle"
"4116",0010-02-20,"mayaguez (puerto rico)",NA,"circle"
"64958",NA,"mayfield","us","circle"
"17522",NA,"mayrhofen (austria)",NA,"circle"
"54063",NA,"maywood","us","circle"
"38741",0003-05-20,"mcallen","us","circle"
"80841",0009-10-20,"mcallen","us","circle"
"34646",NA,"mccleary","us","circle"
"36758",NA,"mccomb","us","circle"
"80881",0009-10-20,"mccook","us","circle"
"4528",NA,"mccordsville","us","circle"
"85889",NA,"mcdonough","us","circle"
"16119",NA,"mcgregor range",NA,"circle"
"59901",0006-05-20,"mckees rocks","us","circle"
"59902",0006-05-20,"mckees rocks (kennedy twp.)","us","circle"
"4378",NA,"mckeesport","us","circle"
"71049",0007-09-19,"mckenzie lake (canada)",NA,"circle"
"18013",0011-08-20,"mckinleyville","us","circle"
"61958",0007-01-20,"mckinney","us","circle"
"75943",NA,"mckinney","us","circle"
"41775",NA,"mclouth","us","circle"
"20379",NA,"mcminnville","us","circle"
"32841",0002-05-20,"mcminnville","us","circle"
"61845",0007-01-20,"mcminnville","us","circle"
"38427",0003-03-20,"mdison",NA,"circle"
